,,0
5809,0,Python
5809,1, PyTorch
5809,2, NLP
5809,3, Computer Vision
5809,4, R
5809,5, Machine Learning
5810,0,Python
5810,1, PyTorch
5810,2, NLP
5810,3, Computer Vision
5810,4, R
5810,5, Machine Learning
5811,0,Python
5811,1, PyTorch
5811,2, NLP
5811,3, Computer Vision
5811,4, R
5811,5, Machine Learning
5812,0,Python
5812,1, PyTorch
5812,2, NLP
5812,3, Computer Vision
5812,4, R
5812,5, Machine Learning
5813,0,Python
5813,1, PyTorch
5813,2, NLP
5813,3, Computer Vision
5813,4, R
5813,5, Machine Learning
5814,0,Python
5814,1, PyTorch
5814,2, NLP
5814,3, Computer Vision
5814,4, R
5814,5, Machine Learning
5815,0,Python
5815,1, PyTorch
5815,2, NLP
5815,3, Computer Vision
5815,4, R
5815,5, Machine Learning
5816,0,Python
5816,1, PyTorch
5816,2, NLP
5816,3, Computer Vision
5816,4, R
5816,5, Machine Learning
5817,0,Python
5817,1, PyTorch
5817,2, NLP
5817,3, Computer Vision
5817,4, R
5817,5, Machine Learning
5818,0,Python
5818,1, PyTorch
5818,2, NLP
5818,3, Computer Vision
5818,4, R
5818,5, Machine Learning
5819,0,Python
5819,1, PyTorch
5819,2, NLP
5819,3, Computer Vision
5819,4, R
5819,5, Machine Learning
5820,0,Python
5820,1, PyTorch
5820,2, NLP
5820,3, Computer Vision
5820,4, R
5820,5, Machine Learning
5821,0,Python
5821,1, PyTorch
5821,2, NLP
5821,3, Computer Vision
5821,4, R
5821,5, Machine Learning
5822,0,Python
5822,1, PyTorch
5822,2, NLP
5822,3, Computer Vision
5822,4, R
5822,5, Machine Learning
5823,0,Python
5823,1, PyTorch
5823,2, NLP
5823,3, Computer Vision
5823,4, R
5823,5, Machine Learning
5824,0,Python
5824,1, PyTorch
5824,2, NLP
5824,3, Computer Vision
5824,4, R
5824,5, Machine Learning
5825,0,Python
5825,1, PyTorch
5825,2, NLP
5825,3, Computer Vision
5825,4, R
5825,5, Machine Learning
5826,0,Python
5826,1, PyTorch
5826,2, NLP
5826,3, Computer Vision
5826,4, R
5826,5, Machine Learning
5827,0,Python
5827,1, PyTorch
5827,2, NLP
5827,3, Computer Vision
5827,4, R
5827,5, Machine Learning
5828,0,Python
5828,1, PyTorch
5828,2, NLP
5828,3, Computer Vision
5828,4, R
5828,5, Machine Learning
5829,0,Python
5829,1, PyTorch
5829,2, NLP
5829,3, Computer Vision
5829,4, R
5829,5, Machine Learning
5830,0,Python
5830,1, PyTorch
5830,2, NLP
5830,3, Computer Vision
5830,4, R
5830,5, Machine Learning
5831,0,Python
5831,1, PyTorch
5831,2, NLP
5831,3, Computer Vision
5831,4, R
5831,5, Machine Learning
5832,0,Python
5832,1, PyTorch
5832,2, NLP
5832,3, Computer Vision
5832,4, R
5832,5, Machine Learning
5833,0,Python
5833,1, PyTorch
5833,2, NLP
5833,3, Computer Vision
5833,4, R
5833,5, Machine Learning
5834,0,Python
5834,1, PyTorch
5834,2, NLP
5834,3, Computer Vision
5834,4, R
5834,5, Machine Learning
5835,0,Python
5835,1, PyTorch
5835,2, NLP
5835,3, Computer Vision
5835,4, R
5835,5, Machine Learning
5836,0,Python
5836,1, PyTorch
5836,2, NLP
5836,3, Computer Vision
5836,4, R
5836,5, Machine Learning
5837,0,Python
5837,1, PyTorch
5837,2, NLP
5837,3, Computer Vision
5837,4, R
5837,5, Machine Learning
5838,0,Python
5838,1, PyTorch
5838,2, NLP
5838,3, Computer Vision
5838,4, R
5838,5, Machine Learning
5839,0,Python
5839,1, PyTorch
5839,2, NLP
5839,3, Computer Vision
5839,4, R
5839,5, Machine Learning
5840,0,Python
5840,1, PyTorch
5840,2, NLP
5840,3, Computer Vision
5840,4, R
5840,5, Machine Learning
5841,0,Python
5841,1, PyTorch
5841,2, NLP
5841,3, Computer Vision
5841,4, R
5841,5, Machine Learning
5842,0,Python
5842,1, PyTorch
5842,2, NLP
5842,3, Computer Vision
5842,4, R
5842,5, Machine Learning
5843,0,Python
5843,1, PyTorch
5843,2, NLP
5843,3, Computer Vision
5843,4, R
5843,5, Machine Learning
5844,0,Python
5844,1, PyTorch
5844,2, NLP
5844,3, Computer Vision
5844,4, R
5844,5, Machine Learning
5845,0,Python
5845,1, PyTorch
5845,2, NLP
5845,3, Computer Vision
5845,4, R
5845,5, Machine Learning
5846,0,R
5846,1, Deep Learning
5846,2, Machine Learning
5847,0,R
5847,1, Deep Learning
5847,2, Machine Learning
5848,0,R
5848,1, Deep Learning
5848,2, Machine Learning
5849,0,R
5849,1, Deep Learning
5849,2, Machine Learning
5850,0,R
5850,1, Deep Learning
5850,2, Machine Learning
5851,0,R
5851,1, Deep Learning
5851,2, Machine Learning
5852,0,R
5852,1, Deep Learning
5852,2, Machine Learning
5853,0,R
5853,1, Deep Learning
5853,2, Machine Learning
5854,0,R
5854,1, Deep Learning
5854,2, Machine Learning
5855,0,R
5855,1, Deep Learning
5855,2, Machine Learning
5856,0,R
5856,1, Deep Learning
5856,2, Machine Learning
5870,0,R
5870,1, Deep Learning
5870,2, Machine Learning
5871,0,R
5871,1, Deep Learning
5871,2, Machine Learning
5872,0,R
5872,1, Deep Learning
5872,2, Machine Learning
5874,0,R
5874,1, Deep Learning
5874,2, Machine Learning
5875,0,R
5875,1, Deep Learning
5875,2, Machine Learning
5876,0,R
5876,1, Deep Learning
5876,2, Machine Learning
5878,0,R
5878,1, Deep Learning
5878,2, Machine Learning
5879,0,R
5879,1, Deep Learning
5879,2, Machine Learning
5880,0,R
5880,1, Deep Learning
5880,2, Machine Learning
5882,0,R
5882,1, Deep Learning
5882,2, Machine Learning
5883,0,R
5883,1, Deep Learning
5883,2, Machine Learning
5884,0,R
5884,1, Deep Learning
5884,2, Machine Learning
5885,0,R
5885,1, Deep Learning
5885,2, Machine Learning
5886,0,R
5886,1, Deep Learning
5886,2, Machine Learning
5887,0,R
5887,1, Deep Learning
5887,2, Machine Learning
5888,0,R
5888,1, Deep Learning
5888,2, Machine Learning
5889,0,R
5889,1, Deep Learning
5889,2, Machine Learning
5890,0,R
5890,1, Deep Learning
5890,2, Machine Learning
5891,0,R
5891,1, Deep Learning
5891,2, Machine Learning
5893,0,Python
5893,1, TensorFlow
5893,2, PyTorch
5893,3, NLP
5893,4, R
5894,0,Python
5894,1, TensorFlow
5894,2, PyTorch
5894,3, NLP
5894,4, R
5896,0,Python
5896,1, TensorFlow
5896,2, PyTorch
5896,3, NLP
5896,4, R
5897,0,Python
5897,1, TensorFlow
5897,2, PyTorch
5897,3, NLP
5897,4, R
5898,0,Python
5898,1, TensorFlow
5898,2, PyTorch
5898,3, NLP
5898,4, R
5899,0,Python
5899,1, TensorFlow
5899,2, PyTorch
5899,3, NLP
5899,4, R
5901,0,Python
5901,1, TensorFlow
5901,2, PyTorch
5901,3, NLP
5901,4, R
5902,0,Python
5902,1, TensorFlow
5902,2, PyTorch
5902,3, NLP
5902,4, R
5912,0,Python
5912,1, TensorFlow
5912,2, PyTorch
5912,3, NLP
5912,4, R
5914,0,Python
5914,1, TensorFlow
5914,2, PyTorch
5914,3, NLP
5914,4, R
5915,0,Python
5915,1, TensorFlow
5915,2, PyTorch
5915,3, NLP
5915,4, R
5916,0,Python
5916,1, TensorFlow
5916,2, PyTorch
5916,3, NLP
5916,4, R
5917,0,Python
5917,1, TensorFlow
5917,2, PyTorch
5917,3, NLP
5917,4, R
5918,0,Python
5918,1, TensorFlow
5918,2, PyTorch
5918,3, NLP
5918,4, R
5919,0,Python
5919,1, TensorFlow
5919,2, PyTorch
5919,3, NLP
5919,4, R
5920,0,Python
5920,1, TensorFlow
5920,2, PyTorch
5920,3, NLP
5920,4, R
5921,0,Python
5921,1, TensorFlow
5921,2, PyTorch
5921,3, NLP
5921,4, R
5922,0,Python
5922,1, TensorFlow
5922,2, PyTorch
5922,3, NLP
5922,4, R
5923,0,Python
5923,1, TensorFlow
5923,2, PyTorch
5923,3, NLP
5923,4, R
5924,0,Python
5924,1, TensorFlow
5924,2, PyTorch
5924,3, NLP
5924,4, R
5925,0,Python
5925,1, TensorFlow
5925,2, PyTorch
5925,3, NLP
5925,4, R
5926,0,Python
5926,1, TensorFlow
5926,2, PyTorch
5926,3, NLP
5926,4, R
5928,0,Python
5928,1, TensorFlow
5928,2, PyTorch
5928,3, NLP
5928,4, R
5929,0,Python
5929,1, TensorFlow
5929,2, PyTorch
5929,3, NLP
5929,4, R
5930,0,Python
5930,1, TensorFlow
5930,2, PyTorch
5930,3, NLP
5930,4, R
5931,0,Python
5931,1, TensorFlow
5931,2, PyTorch
5931,3, NLP
5931,4, R
5932,0,Python
5932,1, TensorFlow
5932,2, PyTorch
5932,3, NLP
5932,4, R
5933,0,Python
5933,1, TensorFlow
5933,2, PyTorch
5933,3, NLP
5933,4, R
5934,0,Python
5934,1, TensorFlow
5934,2, PyTorch
5934,3, NLP
5934,4, R
5935,0,Python
5935,1, TensorFlow
5935,2, PyTorch
5935,3, NLP
5935,4, R
5936,0,Python
5936,1, TensorFlow
5936,2, PyTorch
5936,3, NLP
5936,4, R
5937,0,Python
5937,1, TensorFlow
5937,2, PyTorch
5937,3, NLP
5937,4, R
5938,0,Python
5938,1, TensorFlow
5938,2, PyTorch
5938,3, NLP
5938,4, R
5939,0,NLP
5939,1, R
5939,2, Machine Learning
5940,0,NLP
5940,1, R
5940,2, Machine Learning
5941,0,NLP
5941,1, R
5941,2, Machine Learning
5942,0,NLP
5942,1, R
5942,2, Machine Learning
5943,0,NLP
5943,1, R
5943,2, Machine Learning
5944,0,NLP
5944,1, R
5944,2, Machine Learning
5945,0,NLP
5945,1, R
5945,2, Machine Learning
5946,0,NLP
5946,1, R
5946,2, Machine Learning
5947,0,NLP
5947,1, R
5947,2, Machine Learning
5948,0,NLP
5948,1, R
5948,2, Machine Learning
5949,0,NLP
5949,1, R
5949,2, Machine Learning
5950,0,NLP
5950,1, R
5950,2, Machine Learning
5951,0,NLP
5951,1, R
5951,2, Machine Learning
5952,0,NLP
5952,1, R
5952,2, Machine Learning
5953,0,NLP
5953,1, R
5953,2, Machine Learning
5954,0,NLP
5954,1, R
5954,2, Machine Learning
5955,0,NLP
5955,1, R
5955,2, Machine Learning
5956,0,NLP
5956,1, R
5956,2, Machine Learning
5957,0,NLP
5957,1, R
5957,2, Machine Learning
5958,0,NLP
5958,1, R
5958,2, Machine Learning
5959,0,NLP
5959,1, R
5959,2, Machine Learning
5960,0,NLP
5960,1, R
5960,2, Machine Learning
5961,0,NLP
5961,1, R
5961,2, Machine Learning
5962,0,NLP
5962,1, R
5962,2, Machine Learning
5963,0,NLP
5963,1, R
5963,2, Machine Learning
5964,0,NLP
5964,1, R
5964,2, Machine Learning
5965,0,NLP
5965,1, R
5965,2, Machine Learning
5966,0,NLP
5966,1, R
5966,2, Machine Learning
5967,0,NLP
5967,1, R
5967,2, Machine Learning
5968,0,NLP
5968,1, R
5968,2, Machine Learning
5969,0,NLP
5969,1, R
5969,2, Machine Learning
5970,0,NLP
5970,1, R
5970,2, Machine Learning
5971,0,NLP
5971,1, R
5971,2, Machine Learning
5972,0,NLP
5972,1, R
5972,2, Machine Learning
5973,0,NLP
5973,1, R
5973,2, Machine Learning
5974,0,NLP
5974,1, R
5974,2, Machine Learning
5975,0,NLP
5975,1, R
5975,2, Machine Learning
5976,0,NLP
5976,1, R
5976,2, Machine Learning
5977,0,NLP
5977,1, R
5977,2, Machine Learning
5978,0,NLP
5978,1, R
5978,2, Machine Learning
5979,0,NLP
5979,1, R
5979,2, Machine Learning
5980,0,NLP
5980,1, R
5980,2, Machine Learning
5981,0,Python
5981,1, TensorFlow
5981,2, R
5981,3, Machine Learning
5982,0,Python
5982,1, TensorFlow
5982,2, R
5982,3, Machine Learning
5983,0,Python
5983,1, TensorFlow
5983,2, R
5983,3, Machine Learning
5984,0,Python
5984,1, TensorFlow
5984,2, R
5984,3, Machine Learning
5985,0,Python
5985,1, TensorFlow
5985,2, R
5985,3, Machine Learning
5986,0,Python
5986,1, TensorFlow
5986,2, R
5986,3, Machine Learning
5987,0,Python
5987,1, TensorFlow
5987,2, R
5987,3, Machine Learning
5988,0,Python
5988,1, TensorFlow
5988,2, R
5988,3, Machine Learning
5989,0,Python
5989,1, TensorFlow
5989,2, R
5989,3, Machine Learning
5990,0,Python
5990,1, TensorFlow
5990,2, R
5990,3, Machine Learning
5991,0,Python
5991,1, TensorFlow
5991,2, R
5991,3, Machine Learning
5992,0,Python
5992,1, TensorFlow
5992,2, R
5992,3, Machine Learning
5994,0,Python
5994,1, TensorFlow
5994,2, R
5994,3, Machine Learning
5995,0,Python
5995,1, TensorFlow
5995,2, R
5995,3, Machine Learning
5996,0,Python
5996,1, TensorFlow
5996,2, R
5996,3, Machine Learning
5997,0,Python
5997,1, TensorFlow
5997,2, R
5997,3, Machine Learning
5998,0,Python
5998,1, TensorFlow
5998,2, R
5998,3, Machine Learning
6000,0,Python
6000,1, TensorFlow
6000,2, R
6000,3, Machine Learning
6003,0,Python
6003,1, TensorFlow
6003,2, R
6003,3, Machine Learning
6004,0,Python
6004,1, TensorFlow
6004,2, R
6004,3, Machine Learning
6005,0,Python
6005,1, TensorFlow
6005,2, R
6005,3, Machine Learning
6006,0,Python
6006,1, TensorFlow
6006,2, R
6006,3, Machine Learning
6007,0,Python
6007,1, TensorFlow
6007,2, R
6007,3, Machine Learning
6008,0,Python
6008,1, TensorFlow
6008,2, R
6008,3, Machine Learning
6009,0,Python
6009,1, TensorFlow
6009,2, R
6009,3, Machine Learning
6010,0,Python
6010,1, TensorFlow
6010,2, R
6010,3, Machine Learning
6011,0,Python
6011,1, TensorFlow
6011,2, R
6011,3, Machine Learning
6012,0,Python
6012,1, TensorFlow
6012,2, R
6012,3, Machine Learning
6013,0,Python
6013,1, TensorFlow
6013,2, R
6013,3, Machine Learning
6014,0,Python
6014,1, TensorFlow
6014,2, R
6014,3, Machine Learning
6015,0,Python
6015,1, TensorFlow
6015,2, R
6015,3, Machine Learning
6016,0,Python
6016,1, TensorFlow
6016,2, R
6016,3, Machine Learning
6017,0,Python
6017,1, TensorFlow
6017,2, R
6017,3, Machine Learning
6018,0,Python
6018,1, TensorFlow
6018,2, R
6018,3, Machine Learning
6019,0,Python
6019,1, TensorFlow
6019,2, R
6019,3, Machine Learning
6020,0,Python
6020,1, C++
6020,2, R
6020,3, Machine Learning
6021,0,Python
6021,1, C++
6021,2, R
6021,3, Machine Learning
6022,0,Python
6022,1, C++
6022,2, R
6022,3, Machine Learning
6023,0,Python
6023,1, C++
6023,2, R
6023,3, Machine Learning
6024,0,Python
6024,1, C++
6024,2, R
6024,3, Machine Learning
6025,0,Python
6025,1, C++
6025,2, R
6025,3, Machine Learning
6026,0,Python
6026,1, C++
6026,2, R
6026,3, Machine Learning
6027,0,Python
6027,1, C++
6027,2, R
6027,3, Machine Learning
6028,0,Python
6028,1, C++
6028,2, R
6028,3, Machine Learning
6029,0,Python
6029,1, C++
6029,2, R
6029,3, Machine Learning
6030,0,Python
6030,1, C++
6030,2, R
6030,3, Machine Learning
6031,0,Python
6031,1, C++
6031,2, R
6031,3, Machine Learning
6033,0,Python
6033,1, C++
6033,2, R
6033,3, Machine Learning
6034,0,Python
6034,1, C++
6034,2, R
6034,3, Machine Learning
6036,0,Python
6036,1, C++
6036,2, R
6036,3, Machine Learning
6037,0,Python
6037,1, C++
6037,2, R
6037,3, Machine Learning
6038,0,Python
6038,1, C++
6038,2, R
6038,3, Machine Learning
6039,0,Python
6039,1, C++
6039,2, R
6039,3, Machine Learning
6040,0,Python
6040,1, C++
6040,2, R
6040,3, Machine Learning
6041,0,Python
6041,1, C++
6041,2, R
6041,3, Machine Learning
6042,0,Python
6042,1, C++
6042,2, R
6042,3, Machine Learning
6043,0,Python
6043,1, C++
6043,2, R
6043,3, Machine Learning
6044,0,Python
6044,1, C++
6044,2, R
6044,3, Machine Learning
6045,0,Python
6045,1, C++
6045,2, R
6045,3, Machine Learning
6046,0,Python
6046,1, C++
6046,2, R
6046,3, Machine Learning
6047,0,Python
6047,1, C++
6047,2, R
6047,3, Machine Learning
6048,0,Python
6048,1, C++
6048,2, R
6048,3, Machine Learning
6049,0,Python
6049,1, C++
6049,2, R
6049,3, Machine Learning
6050,0,Python
6050,1, C++
6050,2, R
6050,3, Machine Learning
6051,0,Python
6051,1, C++
6051,2, R
6051,3, Machine Learning
6052,0,Python
6052,1, C++
6052,2, R
6052,3, Machine Learning
6053,0,Python
6053,1, C++
6053,2, R
6053,3, Machine Learning
6054,0,Python
6054,1, C++
6054,2, R
6054,3, Machine Learning
6055,0,Python
6055,1, C++
6055,2, R
6055,3, Machine Learning
6056,0,Python
6056,1, C++
6056,2, R
6056,3, Machine Learning
6057,0,Python
6057,1, C++
6057,2, R
6057,3, Machine Learning
6058,0,Python
6058,1, C++
6058,2, R
6058,3, Machine Learning
6059,0,Python
6059,1, TensorFlow
6059,2, PyTorch
6059,3, C++
6059,4, R
6059,5, Deep Learning
6059,6, Machine Learning
6060,0,Python
6060,1, TensorFlow
6060,2, PyTorch
6060,3, C++
6060,4, R
6060,5, Deep Learning
6060,6, Machine Learning
6061,0,Python
6061,1, TensorFlow
6061,2, PyTorch
6061,3, C++
6061,4, R
6061,5, Deep Learning
6061,6, Machine Learning
6062,0,Python
6062,1, TensorFlow
6062,2, PyTorch
6062,3, C++
6062,4, R
6062,5, Deep Learning
6062,6, Machine Learning
6063,0,Python
6063,1, TensorFlow
6063,2, PyTorch
6063,3, C++
6063,4, R
6063,5, Deep Learning
6063,6, Machine Learning
6064,0,Python
6064,1, TensorFlow
6064,2, PyTorch
6064,3, C++
6064,4, R
6064,5, Deep Learning
6064,6, Machine Learning
6065,0,Python
6065,1, TensorFlow
6065,2, PyTorch
6065,3, C++
6065,4, R
6065,5, Deep Learning
6065,6, Machine Learning
6066,0,Python
6066,1, TensorFlow
6066,2, PyTorch
6066,3, C++
6066,4, R
6066,5, Deep Learning
6066,6, Machine Learning
6067,0,Python
6067,1, TensorFlow
6067,2, PyTorch
6067,3, C++
6067,4, R
6067,5, Deep Learning
6067,6, Machine Learning
6068,0,Python
6068,1, TensorFlow
6068,2, PyTorch
6068,3, C++
6068,4, R
6068,5, Deep Learning
6068,6, Machine Learning
6069,0,Python
6069,1, TensorFlow
6069,2, PyTorch
6069,3, C++
6069,4, R
6069,5, Deep Learning
6069,6, Machine Learning
6070,0,Python
6070,1, TensorFlow
6070,2, PyTorch
6070,3, C++
6070,4, R
6070,5, Deep Learning
6070,6, Machine Learning
6071,0,Python
6071,1, TensorFlow
6071,2, PyTorch
6071,3, C++
6071,4, R
6071,5, Deep Learning
6071,6, Machine Learning
6072,0,Python
6072,1, TensorFlow
6072,2, PyTorch
6072,3, C++
6072,4, R
6072,5, Deep Learning
6072,6, Machine Learning
6073,0,Python
6073,1, TensorFlow
6073,2, PyTorch
6073,3, C++
6073,4, R
6073,5, Deep Learning
6073,6, Machine Learning
6074,0,Python
6074,1, TensorFlow
6074,2, PyTorch
6074,3, C++
6074,4, R
6074,5, Deep Learning
6074,6, Machine Learning
6075,0,Python
6075,1, TensorFlow
6075,2, PyTorch
6075,3, C++
6075,4, R
6075,5, Deep Learning
6075,6, Machine Learning
6076,0,Python
6076,1, TensorFlow
6076,2, PyTorch
6076,3, C++
6076,4, R
6076,5, Deep Learning
6076,6, Machine Learning
6077,0,Python
6077,1, TensorFlow
6077,2, PyTorch
6077,3, C++
6077,4, R
6077,5, Deep Learning
6077,6, Machine Learning
6079,0,Python
6079,1, TensorFlow
6079,2, PyTorch
6079,3, C++
6079,4, R
6079,5, Deep Learning
6079,6, Machine Learning
6080,0,Python
6080,1, TensorFlow
6080,2, PyTorch
6080,3, C++
6080,4, R
6080,5, Deep Learning
6080,6, Machine Learning
6081,0,Python
6081,1, TensorFlow
6081,2, PyTorch
6081,3, C++
6081,4, R
6081,5, Deep Learning
6081,6, Machine Learning
6082,0,Python
6082,1, TensorFlow
6082,2, PyTorch
6082,3, C++
6082,4, R
6082,5, Deep Learning
6082,6, Machine Learning
6083,0,Python
6083,1, TensorFlow
6083,2, PyTorch
6083,3, C++
6083,4, R
6083,5, Deep Learning
6083,6, Machine Learning
6084,0,Python
6084,1, TensorFlow
6084,2, PyTorch
6084,3, C++
6084,4, R
6084,5, Deep Learning
6084,6, Machine Learning
6085,0,Python
6085,1, TensorFlow
6085,2, PyTorch
6085,3, C++
6085,4, R
6085,5, Deep Learning
6085,6, Machine Learning
6086,0,Python
6086,1, TensorFlow
6086,2, PyTorch
6086,3, C++
6086,4, R
6086,5, Deep Learning
6086,6, Machine Learning
6087,0,Python
6087,1, TensorFlow
6087,2, PyTorch
6087,3, C++
6087,4, R
6087,5, Deep Learning
6087,6, Machine Learning
6088,0,Python
6088,1, TensorFlow
6088,2, PyTorch
6088,3, C++
6088,4, R
6088,5, Deep Learning
6088,6, Machine Learning
6089,0,Python
6089,1, TensorFlow
6089,2, PyTorch
6089,3, C++
6089,4, R
6089,5, Deep Learning
6089,6, Machine Learning
6090,0,Python
6090,1, TensorFlow
6090,2, PyTorch
6090,3, C++
6090,4, R
6090,5, Deep Learning
6090,6, Machine Learning
6091,0,Python
6091,1, TensorFlow
6091,2, PyTorch
6091,3, C++
6091,4, R
6091,5, Deep Learning
6091,6, Machine Learning
6092,0,Python
6092,1, TensorFlow
6092,2, PyTorch
6092,3, C++
6092,4, R
6092,5, Deep Learning
6092,6, Machine Learning
6093,0,Python
6093,1, TensorFlow
6093,2, PyTorch
6093,3, C++
6093,4, R
6093,5, Deep Learning
6093,6, Machine Learning
6094,0,Python
6094,1, TensorFlow
6094,2, PyTorch
6094,3, C++
6094,4, R
6094,5, Deep Learning
6094,6, Machine Learning
6095,0,Python
6095,1, C++
6095,2, R
6096,0,Python
6096,1, C++
6096,2, R
6097,0,Python
6097,1, C++
6097,2, R
6098,0,Python
6098,1, C++
6098,2, R
6099,0,Python
6099,1, C++
6099,2, R
6100,0,Python
6100,1, C++
6100,2, R
6101,0,Python
6101,1, C++
6101,2, R
6102,0,Python
6102,1, C++
6102,2, R
6123,0,Python
6123,1, C++
6123,2, R
6126,0,Python
6126,1, C++
6126,2, R
6128,0,Python
6128,1, C++
6128,2, R
6129,0,Python
6129,1, PyTorch
6129,2, NLP
6129,3, R
6129,4, Machine Learning
6130,0,Python
6130,1, PyTorch
6130,2, NLP
6130,3, R
6130,4, Machine Learning
6131,0,Python
6131,1, PyTorch
6131,2, NLP
6131,3, R
6131,4, Machine Learning
6132,0,Python
6132,1, PyTorch
6132,2, NLP
6132,3, R
6132,4, Machine Learning
6133,0,Python
6133,1, PyTorch
6133,2, NLP
6133,3, R
6133,4, Machine Learning
6134,0,Python
6134,1, PyTorch
6134,2, NLP
6134,3, R
6134,4, Machine Learning
6135,0,Python
6135,1, PyTorch
6135,2, NLP
6135,3, R
6135,4, Machine Learning
6136,0,Python
6136,1, PyTorch
6136,2, NLP
6136,3, R
6136,4, Machine Learning
6137,0,Python
6137,1, PyTorch
6137,2, NLP
6137,3, R
6137,4, Machine Learning
6138,0,Python
6138,1, PyTorch
6138,2, NLP
6138,3, R
6138,4, Machine Learning
6139,0,Python
6139,1, PyTorch
6139,2, NLP
6139,3, R
6139,4, Machine Learning
6140,0,Python
6140,1, PyTorch
6140,2, NLP
6140,3, R
6140,4, Machine Learning
6141,0,Python
6141,1, PyTorch
6141,2, NLP
6141,3, R
6141,4, Machine Learning
6142,0,Python
6142,1, PyTorch
6142,2, NLP
6142,3, R
6142,4, Machine Learning
6143,0,Python
6143,1, PyTorch
6143,2, NLP
6143,3, R
6143,4, Machine Learning
6144,0,Python
6144,1, PyTorch
6144,2, NLP
6144,3, R
6144,4, Machine Learning
6145,0,Python
6145,1, PyTorch
6145,2, NLP
6145,3, R
6145,4, Machine Learning
6146,0,Python
6146,1, PyTorch
6146,2, NLP
6146,3, R
6146,4, Machine Learning
6147,0,Python
6147,1, PyTorch
6147,2, NLP
6147,3, R
6147,4, Machine Learning
6148,0,Python
6148,1, PyTorch
6148,2, NLP
6148,3, R
6148,4, Machine Learning
6149,0,Python
6149,1, PyTorch
6149,2, NLP
6149,3, R
6149,4, Machine Learning
6150,0,Python
6150,1, PyTorch
6150,2, NLP
6150,3, R
6150,4, Machine Learning
6151,0,Python
6151,1, PyTorch
6151,2, NLP
6151,3, R
6151,4, Machine Learning
6152,0,Python
6152,1, PyTorch
6152,2, NLP
6152,3, R
6152,4, Machine Learning
6153,0,Python
6153,1, PyTorch
6153,2, NLP
6153,3, R
6153,4, Machine Learning
6154,0,Python
6154,1, PyTorch
6154,2, NLP
6154,3, R
6154,4, Machine Learning
6155,0,Python
6155,1, PyTorch
6155,2, NLP
6155,3, R
6155,4, Machine Learning
6156,0,Python
6156,1, PyTorch
6156,2, NLP
6156,3, R
6156,4, Machine Learning
6157,0,Python
6157,1, PyTorch
6157,2, NLP
6157,3, R
6157,4, Machine Learning
6158,0,Python
6158,1, PyTorch
6158,2, NLP
6158,3, R
6158,4, Machine Learning
6159,0,Python
6159,1, PyTorch
6159,2, NLP
6159,3, R
6159,4, Machine Learning
6160,0,Python
6160,1, PyTorch
6160,2, NLP
6160,3, R
6160,4, Machine Learning
6161,0,Python
6161,1, PyTorch
6161,2, NLP
6161,3, R
6161,4, Machine Learning
6162,0,Python
6162,1, PyTorch
6162,2, NLP
6162,3, R
6162,4, Machine Learning
6163,0,Python
6163,1, TensorFlow
6163,2, PyTorch
6163,3, Computer Vision
6163,4, R
6163,5, Deep Learning
6163,6, Machine Learning
6163,7, Data Science
6165,0,Python
6165,1, TensorFlow
6165,2, PyTorch
6165,3, Computer Vision
6165,4, R
6165,5, Deep Learning
6165,6, Machine Learning
6165,7, Data Science
6166,0,Python
6166,1, TensorFlow
6166,2, PyTorch
6166,3, Computer Vision
6166,4, R
6166,5, Deep Learning
6166,6, Machine Learning
6166,7, Data Science
6167,0,Python
6167,1, TensorFlow
6167,2, PyTorch
6167,3, Computer Vision
6167,4, R
6167,5, Deep Learning
6167,6, Machine Learning
6167,7, Data Science
6168,0,Python
6168,1, TensorFlow
6168,2, PyTorch
6168,3, Computer Vision
6168,4, R
6168,5, Deep Learning
6168,6, Machine Learning
6168,7, Data Science
6169,0,Python
6169,1, TensorFlow
6169,2, PyTorch
6169,3, Computer Vision
6169,4, R
6169,5, Deep Learning
6169,6, Machine Learning
6169,7, Data Science
6170,0,Python
6170,1, TensorFlow
6170,2, PyTorch
6170,3, Computer Vision
6170,4, R
6170,5, Deep Learning
6170,6, Machine Learning
6170,7, Data Science
6171,0,Python
6171,1, TensorFlow
6171,2, PyTorch
6171,3, Computer Vision
6171,4, R
6171,5, Deep Learning
6171,6, Machine Learning
6171,7, Data Science
6172,0,Python
6172,1, TensorFlow
6172,2, PyTorch
6172,3, Computer Vision
6172,4, R
6172,5, Deep Learning
6172,6, Machine Learning
6172,7, Data Science
6173,0,Python
6173,1, TensorFlow
6173,2, PyTorch
6173,3, Computer Vision
6173,4, R
6173,5, Deep Learning
6173,6, Machine Learning
6173,7, Data Science
6174,0,Python
6174,1, TensorFlow
6174,2, PyTorch
6174,3, Computer Vision
6174,4, R
6174,5, Deep Learning
6174,6, Machine Learning
6174,7, Data Science
6175,0,Python
6175,1, TensorFlow
6175,2, PyTorch
6175,3, Computer Vision
6175,4, R
6175,5, Deep Learning
6175,6, Machine Learning
6175,7, Data Science
6176,0,Python
6176,1, TensorFlow
6176,2, PyTorch
6176,3, Computer Vision
6176,4, R
6176,5, Deep Learning
6176,6, Machine Learning
6176,7, Data Science
6177,0,Python
6177,1, TensorFlow
6177,2, PyTorch
6177,3, Computer Vision
6177,4, R
6177,5, Deep Learning
6177,6, Machine Learning
6177,7, Data Science
6178,0,Python
